Area Type;Area;Year;value;Estimate;﻿FIPS
County;Transylvania;2014-07-01;32550;Annual Estimate;37175
County;Transylvania;2018-07-01;33186;Annual Estimate;37175
County;Transylvania;2020-07-01;33127;Annual Estimate;37175
County;Transylvania;2024-07-01;33765;Annual Estimate;37175
County;Tyrrell;1984-07-01;4010;Annual Estimate;37177
County;Tyrrell;2007-07-01;4394;Annual Estimate;37177
County;Tyrrell;2011-07-01;4307;Annual Estimate;37177
County;Tyrrell;2016-07-01;3897;Annual Estimate;37177
County;Tyrrell;2019-07-01;3568;Annual Estimate;37177
County;Union;1987-07-01;79616;Annual Estimate;37179
County;Union;1992-07-01;89541;Annual Estimate;37179
County;Union;2003-07-01;144139;Annual Estimate;37179
County;Union;2006-07-01;171307;Annual Estimate;37179
County;Union;2009-07-01;197373;Annual Estimate;37179
County;Union;2011-07-01;204341;Annual Estimate;37179
County;Union;2015-07-01;219119;Annual Estimate;37179
County;Union;2018-07-01;232196;Annual Estimate;37179
County;Vance;1981-07-01;36932;Annual Estimate;37181
County;Vance;1988-07-01;38660;Annual Estimate;37181
County;Vance;1990-04-01;38892;Estimates Base;37181
County;Vance;1999-07-01;42536;Annual Estimate;37181
County;Vance;2008-07-01;45091;Annual Estimate;37181
County;Vance;2018-07-01;43164;Annual Estimate;37181
County;Wake;1980-04-01;301429;Estimates Base;37183
County;Wake;1984-07-01;343203;Annual Estimate;37183
County;Wake;1988-07-01;399149;Annual Estimate;37183
County;Wake;1996-07-01;552336;Annual Estimate;37183
County;Wake;1997-07-01;574026;Annual Estimate;37183
County;Wake;2005-07-01;752138;Annual Estimate;37183
County;Wake;2008-07-01;856927;Annual Estimate;37183
County;Warren;1988-07-01;17135;Annual Estimate;37185
County;Warren;1989-07-01;17202;Annual Estimate;37185
County;Warren;1990-04-01;17265;Estimates Base;37185
County;Warren;1994-07-01;18318;Annual Estimate;37185
County;Warren;1998-07-01;19841;Annual Estimate;37185
County;Warren;2000-07-01;19900;Annual Estimate;37185
County;Warren;2001-07-01;20057;Annual Estimate;37185
County;Warren;2010-07-01;20940;Annual Estimate;37185
County;Warren;2016-07-01;19499;Annual Estimate;37185
County;Warren;2018-07-01;19054;Annual Estimate;37185
County;Washington;1970-04-01;14038;Estimates Base;37187
County;Washington;1984-07-01;14279;Annual Estimate;37187
County;Washington;1987-07-01;14292;Annual Estimate;37187
County;Washington;1989-07-01;14111;Annual Estimate;37187
County;Washington;1992-07-01;14226;Annual Estimate;37187
County;Washington;1997-07-01;13994;Annual Estimate;37187
County;Washington;2003-07-01;13507;Annual Estimate;37187
County;Washington;2004-07-01;13475;Annual Estimate;37187
County;Watauga;1970-04-01;23404;Estimates Base;37189
County;Watauga;1986-07-01;35547;Annual Estimate;37189
County;Watauga;1992-07-01;38268;Annual Estimate;37189
County;Wayne;1982-07-01;98553;Annual Estimate;37191
County;Wayne;1993-07-01;107985;Annual Estimate;37191
County;Wayne;2001-07-01;114127;Annual Estimate;37191
County;Wayne;2017-07-01;118066;Annual Estimate;37191
County;Wilkes;1970-04-01;49524;Estimates Base;37193
County;Wilkes;1992-07-01;60566;Annual Estimate;37193
County;Wilkes;1997-07-01;63828;Annual Estimate;37193
County;Wilkes;2001-07-01;66440;Annual Estimate;37193
County;Wilkes;2002-07-01;66925;Annual Estimate;37193
County;Wilson;1982-07-01;63805;Annual Estimate;37195
County;Wilson;1983-07-01;64238;Annual Estimate;37195
County;Wilson;1995-07-01;69783;Annual Estimate;37195
County;Wilson;2000-04-01;73810;Estimates Base;37195
County;Wilson;2006-07-01;77448;Annual Estimate;37195
County;Wilson;2017-07-01;78703;Annual Estimate;37195
County;Wilson;2020-07-01;79325;Annual Estimate;37195
County;Yadkin;1970-04-01;24599;Estimates Base;37197
County;Yadkin;1981-07-01;28769;Annual Estimate;37197
County;Yadkin;1992-07-01;31509;Annual Estimate;37197
County;Yadkin;2009-07-01;38263;Annual Estimate;37197
County;Yadkin;2013-07-01;37872;Annual Estimate;37197
County;Yadkin;2018-07-01;37251;Annual Estimate;37197
County;Yadkin;2024-07-01;37955;Annual Estimate;37197
County;Yancey;1981-07-01;15040;Annual Estimate;37199
County;Yancey;1984-07-01;15213;Annual Estimate;37199
County;Yancey;1988-07-01;15536;Annual Estimate;37199
County;Yancey;1996-07-01;16691;Annual Estimate;37199
State;North Carolina;1975-07-01;5538200;Annual Estimate;37000
State;North Carolina;1998-07-01;7807095;Annual Estimate;37000
State;North Carolina;2000-04-01;8046668;Estimates Base;37000
State;North Carolina;2005-07-01;8685811;Annual Estimate;37000
State;North Carolina;2007-07-01;9090572;Annual Estimate;37000
State;North Carolina;2014-07-01;9881906;Annual Estimate;37000
State;North Carolina;2015-07-01;9968747;Annual Estimate;37000
County;Alamance;1982-07-01;100978;Annual Estimate;37001
County;Alamance;2001-07-01;133809;Annual Estimate;37001
County;Alamance;2016-07-01;160552;Annual Estimate;37001
County;Alamance;2018-07-01;167407;Annual Estimate;37001
County;Alamance;2023-07-01;180964;Annual Estimate;37001
County;Alexander;1981-07-01;25255;Annual Estimate;37003
County;Alexander;1987-07-01;26797;Annual Estimate;37003
County;Alexander;1999-07-01;33266;Annual Estimate;37003
County;Alexander;2000-04-01;33566;Estimates Base;37003
County;Alexander;2011-07-01;36968;Annual Estimate;37003
County;Alexander;2013-07-01;36837;Annual Estimate;37003
County;Alexander;2022-07-01;35639;Annual Estimate;37003
County;Alleghany;1983-07-01;9721;Annual Estimate;37005
County;Alleghany;1986-07-01;9531;Annual Estimate;37005
County;Alleghany;1992-07-01;9916;Annual Estimate;37005
County;Alleghany;2008-07-01;11035;Annual Estimate;37005
County;Alleghany;2009-07-01;11102;Annual Estimate;37005
County;Alleghany;2010-04-01;11150;Estimates Base;37005
County;Alleghany;2014-07-01;10924;Annual Estimate;37005
County;Anson;1988-07-01;24121;Annual Estimate;37007
County;Anson;1995-07-01;24427;Annual Estimate;37007
County;Anson;1999-07-01;25087;Annual Estimate;37007
County;Anson;2004-07-01;26305;Annual Estimate;37007
County;Anson;2007-07-01;26572;Annual Estimate;37007
County;Anson;2017-07-01;23526;Annual Estimate;37007
County;Anson;2024-07-01;21900;Annual Estimate;37007
County;Ashe;1987-07-01;22405;Annual Estimate;37009
County;Ashe;1988-07-01;22369;Annual Estimate;37009
County;Ashe;2009-07-01;26987;Annual Estimate;37009
County;Ashe;2013-07-01;26757;Annual Estimate;37009
County;Ashe;2019-07-01;26645;Annual Estimate;37009
County;Ashe;2021-07-01;26329;Annual Estimate;37009
County;Avery;1975-07-01;14200;Annual Estimate;37011
County;Avery;1980-04-01;14409;Estimates Base;37011
County;Avery;1987-07-01;14812;Annual Estimate;37011
County;Avery;2002-07-01;17794;Annual Estimate;37011
County;Avery;2010-04-01;17805;Estimates Base;37011
County;Avery;2014-07-01;17752;Annual Estimate;37011
County;Avery;2020-04-01;17814;Estimates Base;37011
County;Beaufort;1984-07-01;42370;Annual Estimate;37013
County;Beaufort;1989-07-01;42180;Annual Estimate;37013
County;Beaufort;2010-07-01;47750;Annual Estimate;37013
County;Bertie;1986-07-01;20807;Annual Estimate;37015
County;Bertie;1992-07-01;20384;Annual Estimate;37015
County;Bertie;1998-07-01;20032;Annual Estimate;37015
County;Bertie;2006-07-01;19844;Annual Estimate;37015
County;Bertie;2008-07-01;21076;Annual Estimate;37015
County;Bertie;2014-07-01;19750;Annual Estimate;37015
County;Bladen;1982-07-01;30155;Annual Estimate;37017
County;Bladen;1983-07-01;29858;Annual Estimate;37017
County;Bladen;1999-07-01;32287;Annual Estimate;37017
County;Bladen;2011-07-01;34459;Annual Estimate;37017
County;Brunswick;1993-07-01;57285;Annual Estimate;37019
County;Brunswick;2010-04-01;107429;Estimates Base;37019
County;Brunswick;2011-07-01;109324;Annual Estimate;37019
County;Brunswick;2015-07-01;118372;Annual Estimate;37019
County;Brunswick;2019-07-01;133610;Annual Estimate;37019
County;Buncombe;1984-07-01;165291;Annual Estimate;37021
County;Buncombe;1996-07-01;196335;Annual Estimate;37021
County;Buncombe;2019-07-01;267372;Annual Estimate;37021
County;Burke;1975-07-01;68400;Annual Estimate;37023
County;Burke;1984-07-01;73757;Annual Estimate;37023
County;Burke;1993-07-01;79431;Annual Estimate;37023
County;Burke;2010-04-01;90824;Estimates Base;37023
County;Burke;2014-07-01;87547;Annual Estimate;37023
County;Burke;2020-07-01;87445;Annual Estimate;37023
County;Burke;2024-07-01;90088;Annual Estimate;37023
County;Caldwell;1980-04-01;67746;Estimates Base;37027
County;Caldwell;1989-07-01;70786;Annual Estimate;37027
County;Caldwell;1999-07-01;76855;Annual Estimate;37027
County;Caldwell;2000-04-01;77747;Estimates Base;37027
County;Caldwell;2005-07-01;79596;Annual Estimate;37027
County;Caldwell;2016-07-01;81158;Annual Estimate;37027
County;Camden;1981-07-01;5681;Annual Estimate;37029
County;Camden;1982-07-01;5675;Annual Estimate;37029
County;Camden;2006-07-01;9351;Annual Estimate;37029
County;Carteret;1980-04-01;41092;Estimates Base;37031
County;Carteret;1984-07-01;47101;Annual Estimate;37031
County;Carteret;1999-07-01;59382;Annual Estimate;37031
County;Carteret;2019-07-01;67856;Annual Estimate;37031
County;Caswell;1975-07-01;20400;Annual Estimate;37033
County;Caswell;1984-07-01;21591;Annual Estimate;37033
County;Caswell;1994-07-01;21584;Annual Estimate;37033
County;Caswell;1995-07-01;21790;Annual Estimate;37033
County;Caswell;2015-07-01;23120;Annual Estimate;37033
County;Caswell;2018-07-01;23105;Annual Estimate;37033
County;Caswell;2019-07-01;22869;Annual Estimate;37033
County;Caswell;2021-07-01;22057;Annual Estimate;37033
County;Caswell;2024-07-01;21913;Annual Estimate;37033
County;Catawba;1981-07-01;106544;Annual Estimate;37035
County;Catawba;1995-07-01;128822;Annual Estimate;37035
County;Catawba;1999-07-01;139410;Annual Estimate;37035
County;Catawba;2000-04-01;141700;Estimates Base;37035
County;Catawba;2019-07-01;159673;Annual Estimate;37035
County;Catawba;2023-07-01;165856;Annual Estimate;37035
County;Chatham;1983-07-01;34701;Annual Estimate;37037
County;Chatham;1995-07-01;43925;Annual Estimate;37037
County;Chatham;1998-07-01;47463;Annual Estimate;37037
County;Chatham;2000-04-01;49396;Estimates Base;37037
County;Chatham;2020-07-01;76337;Annual Estimate;37037
County;Chatham;2021-07-01;76725;Annual Estimate;37037
County;Cherokee;1982-07-01;19296;Annual Estimate;37039
County;Cherokee;1983-07-01;19309;Annual Estimate;37039
County;Cherokee;1994-07-01;21927;Annual Estimate;37039
County;Cherokee;1997-07-01;23236;Annual Estimate;37039
County;Cherokee;2000-07-01;24323;Annual Estimate;37039
County;Cherokee;2012-07-01;27266;Annual Estimate;37039
County;Cherokee;2015-07-01;27344;Annual Estimate;37039
County;Chowan;1987-07-01;13409;Annual Estimate;37041
County;Chowan;1993-07-01;13936;Annual Estimate;37041
County;Chowan;1996-07-01;14208;Annual Estimate;37041
County;Chowan;2005-07-01;14533;Annual Estimate;37041
County;Chowan;2009-07-01;14882;Annual Estimate;37041
County;Chowan;2024-07-01;13742;Annual Estimate;37041
County;Clay;1970-04-01;5180;Estimates Base;37043
County;Clay;1980-04-01;6619;Estimates Base;37043
County;Clay;2013-07-01;10696;Annual Estimate;37043
County;Clay;2019-07-01;11185;Annual Estimate;37043
County;Clay;2020-04-01;11087;Estimates Base;37043
County;Clay;2023-07-01;11717;Annual Estimate;37043
County;Cleveland;1970-04-01;72556;Estimates Base;37045
County;Cleveland;1984-07-01;83285;Annual Estimate;37045
County;Cleveland;1990-04-01;84958;Estimates Base;37045
County;Cleveland;1993-07-01;88406;Annual Estimate;37045
County;Cleveland;2000-07-01;96394;Annual Estimate;37045
County;Cleveland;2001-07-01;96554;Annual Estimate;37045
County;Cleveland;2009-07-01;97588;Annual Estimate;37045
County;Cleveland;2024-07-01;99774;Annual Estimate;37045
County;Columbus;1983-07-01;50730;Annual Estimate;37047
County;Columbus;1995-07-01;52430;Annual Estimate;37047
County;Columbus;2001-07-01;54926;Annual Estimate;37047
County;Columbus;2003-07-01;54943;Annual Estimate;37047
County;Columbus;2015-07-01;54489;Annual Estimate;37047
County;Columbus;2017-07-01;52975;Annual Estimate;37047
County;Columbus;2020-07-01;50350;Annual Estimate;37047
County;Craven;1975-07-01;69500;Annual Estimate;37049
County;Craven;1988-07-01;80754;Annual Estimate;37049
County;Craven;1990-04-01;81812;Estimates Base;37049
County;Craven;1996-07-01;88209;Annual Estimate;37049
County;Craven;2005-07-01;95513;Annual Estimate;37049
County;Craven;2006-07-01;97345;Annual Estimate;37049
County;Craven;2011-07-01;104318;Annual Estimate;37049
County;Cumberland;1992-07-01;283391;Annual Estimate;37051
County;Cumberland;2020-07-01;338473;Annual Estimate;37051
County;Cumberland;2021-07-01;344532;Annual Estimate;37051
County;Currituck;1991-07-01;14089;Annual Estimate;37053
County;Currituck;2001-07-01;18733;Annual Estimate;37053
County;Currituck;2018-07-01;26620;Annual Estimate;37053
County;Dare;1980-04-01;13377;Estimates Base;37055
County;Dare;1981-07-01;14062;Annual Estimate;37055
County;Dare;1986-07-01;18380;Annual Estimate;37055
County;Dare;1987-07-01;19576;Annual Estimate;37055
County;Dare;2003-07-01;33085;Annual Estimate;37055
County;Dare;2014-07-01;34939;Annual Estimate;37055
County;Dare;2015-07-01;35228;Annual Estimate;37055
County;Dare;2020-07-01;37132;Annual Estimate;37055
County;Dare;2023-07-01;38394;Annual Estimate;37055
County;Davidson;1987-07-01;123790;Annual Estimate;37057
County;Davidson;2000-07-01;147684;Annual Estimate;37057
County;Davidson;2003-07-01;151824;Annual Estimate;37057
County;Davidson;2004-07-01;152808;Annual Estimate;37057
County;Davidson;2011-07-01;162904;Annual Estimate;37057
County;Davidson;2014-07-01;163281;Annual Estimate;37057
County;Davidson;2016-07-01;164749;Annual Estimate;37057
County;Davidson;2019-07-01;168099;Annual Estimate;37057
County;Davidson;2020-04-01;168925;Estimates Base;37057
County;Davie;1986-07-01;26786;Annual Estimate;37059
County;Davie;1987-07-01;27141;Annual Estimate;37059
County;Davie;1990-04-01;27859;Estimates Base;37059
County;Davie;1996-07-01;31214;Annual Estimate;37059
County;Davie;2001-07-01;35998;Annual Estimate;37059
County;Davie;2022-07-01;43424;Annual Estimate;37059
County;Duplin;1993-07-01;42769;Annual Estimate;37061
County;Duplin;2002-07-01;51291;Annual Estimate;37061
County;Duplin;2010-04-01;58412;Estimates Base;37061
County;Duplin;2014-07-01;54961;Annual Estimate;37061
County;Duplin;2022-07-01;48268;Annual Estimate;37061
County;Durham;1975-07-01;142800;Annual Estimate;37063
County;Durham;1984-07-01;160914;Annual Estimate;37063
County;Durham;2007-07-01;251952;Annual Estimate;37063
County;Durham;2009-07-01;263601;Annual Estimate;37063
County;Durham;2019-07-01;322369;Annual Estimate;37063
County;Durham;2020-07-01;322995;Annual Estimate;37063
County;Durham;2023-07-01;337844;Annual Estimate;37063
County;Durham;2024-07-01;343108;Annual Estimate;37063
County;Edgecombe;1975-07-01;54000;Annual Estimate;37065
County;Edgecombe;1988-07-01;58819;Annual Estimate;37065
County;Edgecombe;1991-07-01;57050;Annual Estimate;37065
County;Edgecombe;2000-07-01;55467;Annual Estimate;37065
County;Edgecombe;2021-07-01;48955;Annual Estimate;37065
County;Forsyth;1970-04-01;215118;Estimates Base;37067
County;Forsyth;1980-04-01;243704;Estimates Base;37067
County;Forsyth;1994-07-01;281130;Annual Estimate;37067
County;Forsyth;1997-07-01;296383;Annual Estimate;37067
County;Forsyth;2004-07-01;319220;Annual Estimate;37067
County;Forsyth;2008-07-01;342975;Annual Estimate;37067
County;Forsyth;2012-07-01;357998;Annual Estimate;37067
County;Forsyth;2018-07-01;378098;Annual Estimate;37067
County;Forsyth;2019-07-01;380663;Annual Estimate;37067
County;Forsyth;2023-07-01;395842;Annual Estimate;37067
County;Franklin;1981-07-01;30385;Annual Estimate;37069
County;Franklin;2001-07-01;48809;Annual Estimate;37069
County;Franklin;2003-07-01;51663;Annual Estimate;37069
County;Franklin;2016-07-01;63536;Annual Estimate;37069
County;Gaston;1987-07-01;172377;Annual Estimate;37071
County;Gaston;1989-07-01;174797;Annual Estimate;37071
County;Gaston;1991-07-01;177692;Annual Estimate;37071
County;Gaston;1996-07-01;183585;Annual Estimate;37071
County;Gaston;2000-07-01;190747;Annual Estimate;37071
County;Gaston;2013-07-01;210384;Annual Estimate;37071
County;Gaston;2020-07-01;229204;Annual Estimate;37071
County;Gates;1992-07-01;9636;Annual Estimate;37073
County;Gates;2000-07-01;10506;Annual Estimate;37073
County;Gates;2008-07-01;12168;Annual Estimate;37073
County;Gates;2023-07-01;10112;Annual Estimate;37073
County;Graham;1990-04-01;7196;Estimates Base;37075
County;Graham;2004-07-01;8215;Annual Estimate;37075
County;Graham;2005-07-01;8237;Annual Estimate;37075
County;Graham;2018-07-01;8099;Annual Estimate;37075
County;Graham;2020-04-01;8030;Estimates Base;37075
County;Graham;2021-07-01;7916;Annual Estimate;37075
County;Granville;1981-07-01;34393;Annual Estimate;37077
County;Granville;1982-07-01;34783;Annual Estimate;37077
County;Granville;1990-04-01;38341;Estimates Base;37077
County;Granville;1994-07-01;40843;Annual Estimate;37077
County;Granville;2000-04-01;48486;Estimates Base;37077
County;Granville;2021-07-01;59424;Annual Estimate;37077
County;Greene;2001-07-01;18984;Annual Estimate;37079
County;Greene;2006-07-01;20457;Annual Estimate;37079
County;Greene;2008-07-01;20940;Annual Estimate;37079
County;Guilford;1970-04-01;288645;Estimates Base;37081
County;Guilford;1980-04-01;317154;Estimates Base;37081
County;Guilford;1981-07-01;319931;Annual Estimate;37081
County;Guilford;1995-07-01;384151;Annual Estimate;37081
County;Guilford;2014-07-01;512560;Annual Estimate;37081
County;Halifax;1981-07-01;55070;Annual Estimate;37083
County;Halifax;1992-07-01;57049;Annual Estimate;37083
County;Halifax;2000-04-01;57444;Estimates Base;37083
County;Halifax;2007-07-01;55206;Annual Estimate;37083
County;Halifax;2018-07-01;49680;Annual Estimate;37083
County;Harnett;1970-04-01;49667;Estimates Base;37085
County;Harnett;1980-04-01;59570;Estimates Base;37085
County;Harnett;1983-07-01;61712;Annual Estimate;37085
County;Harnett;1988-07-01;66934;Annual Estimate;37085
County;Harnett;1993-07-01;74156;Annual Estimate;37085
County;Harnett;1997-07-01;84837;Annual Estimate;37085
County;Harnett;2002-07-01;95622;Annual Estimate;37085
