Area Type;Area;Year;value;Estimate;﻿FIPS
County;Camden;1986-07-01;5573;Annual Estimate;37029
County;Camden;1998-07-01;6437;Annual Estimate;37029
County;Camden;2007-07-01;9589;Annual Estimate;37029
County;Camden;2009-07-01;9920;Annual Estimate;37029
County;Camden;2013-07-01;9941;Annual Estimate;37029
County;Camden;2014-07-01;10027;Annual Estimate;37029
County;Camden;2020-07-01;10361;Annual Estimate;37029
County;Carteret;1970-04-01;31603;Estimates Base;37031
County;Carteret;1975-07-01;37400;Annual Estimate;37031
County;Carteret;1983-07-01;45503;Annual Estimate;37031
County;Carteret;1991-07-01;53581;Annual Estimate;37031
County;Carteret;2005-07-01;63012;Annual Estimate;37031
County;Caswell;1985-07-01;21607;Annual Estimate;37033
County;Caswell;2006-07-01;23620;Annual Estimate;37033
County;Catawba;1970-04-01;90873;Estimates Base;37035
County;Catawba;2013-07-01;155640;Annual Estimate;37035
County;Chatham;1987-07-01;37003;Annual Estimate;37037
County;Chatham;1992-07-01;41045;Annual Estimate;37037
County;Chatham;1993-07-01;41839;Annual Estimate;37037
County;Chatham;1999-07-01;48660;Annual Estimate;37037
County;Chatham;2014-07-01;67280;Annual Estimate;37037
County;Chatham;2019-07-01;75325;Annual Estimate;37037
County;Chatham;2020-04-01;76255;Estimates Base;37037
County;Cherokee;1998-07-01;23710;Annual Estimate;37039
County;Cherokee;2010-07-01;27415;Annual Estimate;37039
County;Cherokee;2017-07-01;28296;Annual Estimate;37039
County;Chowan;1982-07-01;12584;Annual Estimate;37041
County;Chowan;1985-07-01;13059;Annual Estimate;37041
County;Chowan;1986-07-01;13232;Annual Estimate;37041
County;Chowan;1990-04-01;13506;Estimates Base;37041
County;Chowan;2004-07-01;14520;Annual Estimate;37041
County;Chowan;2008-07-01;15004;Annual Estimate;37041
County;Chowan;2010-04-01;14793;Estimates Base;37041
County;Chowan;2017-07-01;13872;Annual Estimate;37041
County;Chowan;2019-07-01;13744;Annual Estimate;37041
County;Chowan;2022-07-01;13753;Annual Estimate;37041
County;Chowan;2023-07-01;13763;Annual Estimate;37041
County;Clay;1986-07-01;7171;Annual Estimate;37043
County;Clay;1995-07-01;7915;Annual Estimate;37043
County;Clay;2002-07-01;9195;Annual Estimate;37043
County;Clay;2003-07-01;9363;Annual Estimate;37043
County;Clay;2014-07-01;10652;Annual Estimate;37043
County;Clay;2016-07-01;10935;Annual Estimate;37043
County;Clay;2024-07-01;12099;Annual Estimate;37043
County;Cleveland;1975-07-01;80300;Annual Estimate;37045
County;Cleveland;1995-07-01;90877;Annual Estimate;37045
County;Cleveland;2002-07-01;96660;Annual Estimate;37045
County;Cleveland;2006-07-01;95607;Annual Estimate;37045
County;Cleveland;2016-07-01;97203;Annual Estimate;37045
County;Cleveland;2020-07-01;99409;Annual Estimate;37045
County;Columbus;1985-07-01;50677;Annual Estimate;37047
County;Columbus;1990-04-01;49587;Estimates Base;37047
County;Columbus;1993-07-01;51151;Annual Estimate;37047
County;Columbus;2005-07-01;54972;Annual Estimate;37047
County;Columbus;2007-07-01;55914;Annual Estimate;37047
County;Columbus;2010-04-01;58129;Estimates Base;37047
County;Columbus;2020-04-01;50625;Estimates Base;37047
County;Craven;1982-07-01;73758;Annual Estimate;37049
County;Craven;1995-07-01;86496;Annual Estimate;37049
County;Craven;2004-07-01;94134;Annual Estimate;37049
County;Craven;2010-07-01;104123;Annual Estimate;37049
County;Craven;2019-07-01;101167;Annual Estimate;37049
County;Craven;2021-07-01;104023;Annual Estimate;37049
County;Craven;2023-07-01;105534;Annual Estimate;37049
County;Craven;2024-07-01;106836;Annual Estimate;37049
County;Cumberland;1970-04-01;212042;Estimates Base;37051
County;Cumberland;2000-07-01;303588;Annual Estimate;37051
County;Cumberland;2003-07-01;304616;Annual Estimate;37051
County;Cumberland;2006-07-01;305538;Annual Estimate;37051
County;Cumberland;2007-07-01;307793;Annual Estimate;37051
County;Cumberland;2020-04-01;334730;Estimates Base;37051
County;Cumberland;2024-07-01;341758;Annual Estimate;37051
County;Currituck;1970-04-01;6976;Estimates Base;37053
County;Currituck;1984-07-01;12629;Annual Estimate;37053
County;Currituck;1989-07-01;13618;Annual Estimate;37053
County;Currituck;1999-07-01;17844;Annual Estimate;37053
County;Currituck;2000-04-01;18179;Estimates Base;37053
County;Currituck;2006-07-01;23132;Annual Estimate;37053
County;Currituck;2007-07-01;23402;Annual Estimate;37053
County;Currituck;2020-07-01;28364;Annual Estimate;37053
County;Dare;1989-07-01;22144;Annual Estimate;37055
County;Dare;1991-07-01;23197;Annual Estimate;37055
County;Dare;1997-07-01;27859;Annual Estimate;37055
County;Dare;2000-04-01;29959;Estimates Base;37055
County;Dare;2012-07-01;34542;Annual Estimate;37055
County;Davidson;1989-07-01;125785;Annual Estimate;37057
County;Davidson;1991-07-01;129480;Annual Estimate;37057
County;Davidson;1993-07-01;133153;Annual Estimate;37057
County;Davidson;2007-07-01;156693;Annual Estimate;37057
County;Davidson;2010-07-01;162803;Annual Estimate;37057
County;Davidson;2013-07-01;163066;Annual Estimate;37057
County;Davidson;2017-07-01;165580;Annual Estimate;37057
County;Davidson;2022-07-01;173173;Annual Estimate;37057
County;Davidson;2024-07-01;178391;Annual Estimate;37057
County;Davie;1970-04-01;18855;Estimates Base;37059
County;Davie;2000-07-01;35033;Annual Estimate;37059
County;Davie;2009-07-01;40828;Annual Estimate;37059
County;Davie;2011-07-01;41195;Annual Estimate;37059
County;Davie;2012-07-01;41113;Annual Estimate;37059
County;Duplin;1970-04-01;38015;Estimates Base;37061
County;Duplin;1983-07-01;40522;Annual Estimate;37061
County;Duplin;2005-07-01;53631;Annual Estimate;37061
County;Duplin;2006-07-01;54932;Annual Estimate;37061
County;Duplin;2007-07-01;55892;Annual Estimate;37061
County;Duplin;2009-07-01;57788;Annual Estimate;37061
County;Duplin;2015-07-01;53663;Annual Estimate;37061
County;Durham;1989-07-01;178893;Annual Estimate;37063
County;Durham;1990-04-01;181844;Estimates Base;37063
County;Durham;1991-07-01;187980;Annual Estimate;37063
County;Durham;1992-07-01;191775;Annual Estimate;37063
County;Durham;1996-07-01;204969;Annual Estimate;37063
County;Durham;1998-07-01;215207;Annual Estimate;37063
County;Durham;2004-07-01;237571;Annual Estimate;37063
County;Durham;2014-07-01;294488;Annual Estimate;37063
County;Durham;2015-07-01;299753;Annual Estimate;37063
County;Edgecombe;1987-07-01;58480;Annual Estimate;37065
County;Edgecombe;2017-07-01;50683;Annual Estimate;37065
County;Forsyth;1975-07-01;229400;Annual Estimate;37067
County;Forsyth;1986-07-01;258442;Annual Estimate;37067
County;Forsyth;1993-07-01;276149;Annual Estimate;37067
County;Forsyth;1999-07-01;303673;Annual Estimate;37067
County;Forsyth;2009-07-01;347333;Annual Estimate;37067
County;Forsyth;2017-07-01;374689;Annual Estimate;37067
County;Forsyth;2022-07-01;392191;Annual Estimate;37067
County;Franklin;2002-07-01;50520;Annual Estimate;37069
County;Franklin;2012-07-01;61070;Annual Estimate;37069
County;Franklin;2014-07-01;61965;Annual Estimate;37069
County;Gaston;1970-04-01;148415;Estimates Base;37071
County;Gaston;1975-07-01;156900;Annual Estimate;37071
County;Gaston;1988-07-01;173887;Annual Estimate;37071
County;Gaston;1992-07-01;178741;Annual Estimate;37071
County;Gaston;1993-07-01;179641;Annual Estimate;37071
County;Gaston;1999-07-01;189348;Annual Estimate;37071
County;Gaston;2004-07-01;190038;Annual Estimate;37071
County;Gaston;2006-07-01;194912;Annual Estimate;37071
County;Gaston;2010-07-01;206194;Annual Estimate;37071
County;Gaston;2014-07-01;211554;Annual Estimate;37071
County;Gaston;2015-07-01;213902;Annual Estimate;37071
County;Gaston;2019-07-01;226101;Annual Estimate;37071
County;Gaston;2020-04-01;227944;Estimates Base;37071
County;Gates;1986-07-01;9222;Annual Estimate;37073
County;Gates;1996-07-01;10167;Annual Estimate;37073
County;Gates;2004-07-01;10976;Annual Estimate;37073
County;Gates;2007-07-01;12081;Annual Estimate;37073
County;Gates;2009-07-01;12145;Annual Estimate;37073
County;Gates;2020-07-01;10421;Annual Estimate;37073
County;Graham;1980-04-01;7217;Estimates Base;37075
County;Graham;1981-07-01;7164;Annual Estimate;37075
County;Graham;1999-07-01;7906;Annual Estimate;37075
County;Graham;2009-07-01;8772;Annual Estimate;37075
County;Graham;2010-04-01;8858;Estimates Base;37075
County;Graham;2020-07-01;8010;Annual Estimate;37075
County;Granville;1985-07-01;35970;Annual Estimate;37077
County;Granville;1986-07-01;36868;Annual Estimate;37077
County;Granville;1987-07-01;37376;Annual Estimate;37077
County;Granville;1995-07-01;41538;Annual Estimate;37077
County;Granville;2000-07-01;48908;Annual Estimate;37077
County;Granville;2012-07-01;57641;Annual Estimate;37077
County;Granville;2015-07-01;58071;Annual Estimate;37077
County;Granville;2020-04-01;61006;Estimates Base;37077
County;Greene;1999-07-01;18976;Annual Estimate;37079
County;Greene;2000-07-01;18978;Annual Estimate;37079
County;Greene;2002-07-01;19365;Annual Estimate;37079
County;Greene;2010-04-01;21351;Estimates Base;37079
County;Greene;2016-07-01;20876;Annual Estimate;37079
County;Guilford;1975-07-01;302000;Annual Estimate;37081
County;Guilford;1982-07-01;322499;Annual Estimate;37081
County;Guilford;1992-07-01;360190;Annual Estimate;37081
County;Guilford;2000-04-01;420848;Estimates Base;37081
County;Guilford;2000-07-01;422459;Annual Estimate;37081
County;Guilford;2009-07-01;482452;Annual Estimate;37081
County;Guilford;2013-07-01;507726;Annual Estimate;37081
County;Guilford;2017-07-01;529098;Annual Estimate;37081
County;Guilford;2020-07-01;539489;Annual Estimate;37081
County;Halifax;1970-04-01;54354;Estimates Base;37083
County;Halifax;1994-07-01;58399;Annual Estimate;37083
County;Halifax;1995-07-01;58739;Annual Estimate;37083
County;Halifax;1996-07-01;58103;Annual Estimate;37083
County;Halifax;2001-07-01;57163;Annual Estimate;37083
County;Halifax;2021-07-01;47737;Annual Estimate;37083
County;Harnett;1991-07-01;69086;Annual Estimate;37085
County;Harnett;2010-07-01;115693;Annual Estimate;37085
County;Harnett;2011-07-01;118368;Annual Estimate;37085
County;Harnett;2012-07-01;120818;Annual Estimate;37085
County;Harnett;2020-04-01;133556;Estimates Base;37085
County;Harnett;2020-07-01;133294;Annual Estimate;37085
County;Haywood;1981-07-01;46738;Annual Estimate;37087
County;Haywood;1996-07-01;51680;Annual Estimate;37087
County;Haywood;1997-07-01;52558;Annual Estimate;37087
County;Haywood;2002-07-01;55251;Annual Estimate;37087
County;Haywood;2010-04-01;59030;Estimates Base;37087
County;Haywood;2011-07-01;59034;Annual Estimate;37087
County;Haywood;2018-07-01;61837;Annual Estimate;37087
County;Henderson;1989-07-01;68391;Annual Estimate;37089
County;Henderson;1991-07-01;72076;Annual Estimate;37089
County;Henderson;2010-07-01;106848;Annual Estimate;37089
County;Henderson;2014-07-01;109797;Annual Estimate;37089
County;Henderson;2020-04-01;116304;Estimates Base;37089
County;Hertford;1970-04-01;24439;Estimates Base;37091
County;Hertford;1989-07-01;22578;Annual Estimate;37091
County;Hertford;1990-04-01;22317;Estimates Base;37091
County;Hertford;1996-07-01;23139;Annual Estimate;37091
County;Hertford;2000-04-01;22588;Estimates Base;37091
County;Hertford;2012-07-01;24116;Annual Estimate;37091
County;Hertford;2015-07-01;23419;Annual Estimate;37091
County;Hertford;2024-07-01;19168;Annual Estimate;37091
County;Hoke;1970-04-01;16436;Estimates Base;37093
County;Hoke;1975-07-01;19100;Annual Estimate;37093
County;Hoke;1985-07-01;21614;Annual Estimate;37093
County;Hoke;1989-07-01;22777;Annual Estimate;37093
County;Hoke;2000-07-01;33929;Annual Estimate;37093
County;Hoke;2007-07-01;42918;Annual Estimate;37093
County;Hoke;2010-07-01;47446;Annual Estimate;37093
County;Hoke;2014-07-01;49961;Annual Estimate;37093
County;Hyde;1980-04-01;5873;Estimates Base;37095
County;Hyde;1988-07-01;5504;Annual Estimate;37095
County;Hyde;1993-07-01;5445;Annual Estimate;37095
County;Hyde;2003-07-01;5854;Annual Estimate;37095
County;Hyde;2012-07-01;5581;Annual Estimate;37095
County;Hyde;2015-07-01;5262;Annual Estimate;37095
County;Iredell;1986-07-01;87932;Annual Estimate;37097
County;Iredell;1995-07-01;104849;Annual Estimate;37097
County;Iredell;1997-07-01;111309;Annual Estimate;37097
County;Iredell;2016-07-01;174882;Annual Estimate;37097
County;Iredell;2020-04-01;186688;Estimates Base;37097
County;Jackson;1981-07-01;26235;Annual Estimate;37099
County;Jackson;2002-07-01;34570;Annual Estimate;37099
County;Jackson;2003-07-01;35594;Annual Estimate;37099
County;Jackson;2006-07-01;37849;Annual Estimate;37099
County;Jackson;2010-04-01;40273;Estimates Base;37099
County;Jackson;2010-07-01;40354;Annual Estimate;37099
County;Jackson;2014-07-01;40813;Annual Estimate;37099
County;Jackson;2018-07-01;43022;Annual Estimate;37099
County;Jackson;2021-07-01;41592;Annual Estimate;37099
County;Johnston;1983-07-01;72555;Annual Estimate;37101
County;Johnston;1991-07-01;84542;Annual Estimate;37101
County;Johnston;1996-07-01;102769;Annual Estimate;37101
County;Johnston;2002-07-01;131655;Annual Estimate;37101
County;Johnston;2003-07-01;135033;Annual Estimate;37101
County;Johnston;2024-07-01;247249;Annual Estimate;37101
County;Jones;1975-07-01;9800;Annual Estimate;37103
County;Jones;1984-07-01;9338;Annual Estimate;37103
County;Jones;1989-07-01;9377;Annual Estimate;37103
County;Jones;1999-07-01;10333;Annual Estimate;37103
County;Jones;2008-07-01;10072;Annual Estimate;37103
County;Jones;2016-07-01;9632;Annual Estimate;37103
County;Jones;2020-04-01;9170;Estimates Base;37103
County;Lee;1985-07-01;39711;Annual Estimate;37105
County;Lee;1987-07-01;39964;Annual Estimate;37105
County;Lee;2000-07-01;49395;Annual Estimate;37105
County;Lenoir;1981-07-01;59773;Annual Estimate;37107
County;Lenoir;1994-07-01;59230;Annual Estimate;37107
County;Lenoir;2000-04-01;59636;Estimates Base;37107
County;Lenoir;2023-07-01;54286;Annual Estimate;37107
County;Lincoln;1981-07-01;42889;Annual Estimate;37109
County;Lincoln;1991-07-01;51522;Annual Estimate;37109
County;Lincoln;1998-07-01;61176;Annual Estimate;37109
County;Lincoln;2011-07-01;78181;Annual Estimate;37109
County;Lincoln;2015-07-01;80110;Annual Estimate;37109
County;Lincoln;2020-07-01;86945;Annual Estimate;37109
County;Lincoln;2023-07-01;94142;Annual Estimate;37109
County;McDowell;1987-07-01;35617;Annual Estimate;37111
County;McDowell;2008-07-01;44746;Annual Estimate;37111
County;McDowell;2013-07-01;44686;Annual Estimate;37111
County;McDowell;2015-07-01;44462;Annual Estimate;37111
County;McDowell;2016-07-01;44348;Annual Estimate;37111
County;Macon;1970-04-01;15788;Estimates Base;37113
County;Macon;1982-07-01;21675;Annual Estimate;37113
County;Macon;1997-07-01;28390;Annual Estimate;37113
County;Macon;2000-07-01;29946;Annual Estimate;37113
County;Macon;2008-07-01;33744;Annual Estimate;37113
County;Macon;2012-07-01;34031;Annual Estimate;37113
County;Macon;2021-07-01;36835;Annual Estimate;37113
County;Madison;1982-07-01;16918;Annual Estimate;37115
County;Madison;1987-07-01;17050;Annual Estimate;37115
County;Madison;1994-07-01;17807;Annual Estimate;37115
County;Madison;1996-07-01;18527;Annual Estimate;37115
County;Madison;2007-07-01;20253;Annual Estimate;37115
County;Madison;2013-07-01;21064;Annual Estimate;37115
County;Madison;2015-07-01;21129;Annual Estimate;37115
County;Martin;1993-07-01;25685;Annual Estimate;37117
County;Martin;2005-07-01;24582;Annual Estimate;37117
County;Martin;2010-04-01;24515;Estimates Base;37117
County;Mecklenburg;1987-07-01;473750;Annual Estimate;37119
County;Mecklenburg;2022-07-01;1152949;Annual Estimate;37119
County;Mitchell;1991-07-01;14485;Annual Estimate;37121
County;Mitchell;2003-07-01;15770;Annual Estimate;37121
County;Mitchell;2005-07-01;15629;Annual Estimate;37121
County;Mitchell;2007-07-01;15517;Annual Estimate;37121
County;Mitchell;2017-07-01;14993;Annual Estimate;37121
County;Montgomery;1982-07-01;22494;Annual Estimate;37123
County;Montgomery;1984-07-01;23169;Annual Estimate;37123
County;Montgomery;1994-07-01;24425;Annual Estimate;37123
County;Montgomery;2012-07-01;27265;Annual Estimate;37123
County;Montgomery;2018-07-01;25564;Annual Estimate;37123
County;Montgomery;2023-07-01;25813;Annual Estimate;37123
County;Moore;1999-07-01;73995;Annual Estimate;37125
County;Moore;2000-07-01;75191;Annual Estimate;37125
County;Moore;2007-07-01;84393;Annual Estimate;37125
County;Moore;2010-07-01;88517;Annual Estimate;37125
County;Moore;2013-07-01;90773;Annual Estimate;37125
County;Moore;2019-07-01;98346;Annual Estimate;37125
County;Moore;2023-07-01;108321;Annual Estimate;37125
County;Nash;1980-04-01;67153;Estimates Base;37127
County;Nash;1981-07-01;68068;Annual Estimate;37127
County;Nash;1988-07-01;73028;Annual Estimate;37127
County;Nash;2000-04-01;87378;Estimates Base;37127
County;Nash;2000-07-01;87678;Annual Estimate;37127
County;Nash;2024-07-01;99728;Annual Estimate;37127
County;New Hanover;1970-04-01;82996;Estimates Base;37129
County;New Hanover;1975-07-01;98600;Annual Estimate;37129
County;New Hanover;1986-07-01;114255;Annual Estimate;37129
County;New Hanover;1998-07-01;157241;Annual Estimate;37129
County;New Hanover;1999-07-01;158802;Annual Estimate;37129
County;New Hanover;2016-07-01;219854;Annual Estimate;37129
County;New Hanover;2017-07-01;222969;Annual Estimate;37129
County;New Hanover;2024-07-01;244809;Annual Estimate;37129
County;Northampton;1980-04-01;22195;Estimates Base;37131
County;Northampton;1992-07-01;21105;Annual Estimate;37131
County;Northampton;1994-07-01;21268;Annual Estimate;37131
County;Northampton;2005-07-01;21837;Annual Estimate;37131
County;Northampton;2015-07-01;19731;Annual Estimate;37131
County;Northampton;2020-07-01;17380;Annual Estimate;37131
County;Onslow;1997-07-01;148781;Annual Estimate;37133
County;Onslow;2001-07-01;150858;Annual Estimate;37133
County;Onslow;2010-07-01;186891;Annual Estimate;37133
County;Onslow;2011-07-01;186406;Annual Estimate;37133
County;Orange;1980-04-01;77055;Estimates Base;37135
County;Orange;1981-07-01;77855;Annual Estimate;37135
County;Orange;1990-04-01;93662;Estimates Base;37135
County;Orange;1991-07-01;96038;Annual Estimate;37135
County;Orange;1999-07-01;113828;Annual Estimate;37135
County;Orange;2010-04-01;133692;Estimates Base;37135
County;Orange;2014-07-01;140590;Annual Estimate;37135
County;Pamlico;1981-07-01;10439;Annual Estimate;37137
County;Pamlico;1984-07-01;10923;Annual Estimate;37137
County;Pamlico;2010-04-01;13143;Estimates Base;37137
County;Pamlico;2011-07-01;13116;Annual Estimate;37137
County;Pamlico;2017-07-01;12514;Annual Estimate;37137
County;Pamlico;2022-07-01;12262;Annual Estimate;37137
County;Pamlico;2023-07-01;12622;Annual Estimate;37137
County;Pamlico;2024-07-01;12990;Annual Estimate;37137
County;Pasquotank;1989-07-01;31010;Annual Estimate;37139
County;Pasquotank;1990-04-01;31298;Estimates Base;37139
County;Pasquotank;2005-07-01;38137;Annual Estimate;37139
County;Pasquotank;2009-07-01;40716;Annual Estimate;37139
County;Pasquotank;2018-07-01;40153;Annual Estimate;37139
County;Pasquotank;2020-07-01;40352;Annual Estimate;37139
County;Pasquotank;2022-07-01;41009;Annual Estimate;37139
County;Pender;1981-07-01;22546;Annual Estimate;37141
County;Pender;1984-07-01;23757;Annual Estimate;37141
County;Pender;1989-07-01;27988;Annual Estimate;37141
County;Pender;2000-07-01;41206;Annual Estimate;37141
County;Pender;2003-07-01;42972;Annual Estimate;37141
County;Pender;2007-07-01;48924;Annual Estimate;37141
County;Pender;2012-07-01;53401;Annual Estimate;37141
County;Pender;2013-07-01;54172;Annual Estimate;37141
County;Pender;2017-07-01;58187;Annual Estimate;37141
County;Pender;2019-07-01;59641;Annual Estimate;37141
County;Pender;2020-07-01;60451;Annual Estimate;37141
County;Person;1986-07-01;29701;Annual Estimate;37145
County;Person;1990-04-01;30180;Estimates Base;37145
County;Person;2009-07-01;39097;Annual Estimate;37145
County;Person;2020-04-01;39085;Estimates Base;37145
County;Pitt;1980-04-01;90146;Estimates Base;37147
County;Pitt;1981-07-01;92085;Annual Estimate;37147
County;Pitt;1988-07-01;104747;Annual Estimate;37147
County;Pitt;1992-07-01;113167;Annual Estimate;37147
County;Pitt;1993-07-01;115430;Annual Estimate;37147
County;Pitt;2013-07-01;170284;Annual Estimate;37147
County;Pitt;2015-07-01;169452;Annual Estimate;37147
County;Pitt;2023-07-01;180546;Annual Estimate;37147
County;Polk;1980-04-01;12984;Estimates Base;37149
County;Polk;1984-07-01;14013;Annual Estimate;37149
County;Randolph;1998-07-01;126779;Annual Estimate;37151
County;Randolph;2000-04-01;130503;Estimates Base;37151
County;Randolph;2008-07-01;139140;Annual Estimate;37151
County;Richmond;1993-07-01;45409;Annual Estimate;37153
County;Richmond;1996-07-01;46373;Annual Estimate;37153
County;Richmond;2010-04-01;46647;Estimates Base;37153
County;Robeson;1985-07-01;104457;Annual Estimate;37155
County;Robeson;1986-07-01;104097;Annual Estimate;37155
County;Robeson;1989-07-01;105108;Annual Estimate;37155
County;Robeson;1992-07-01;108557;Annual Estimate;37155
County;Robeson;1994-07-01;112642;Annual Estimate;37155
County;Robeson;2000-04-01;123170;Estimates Base;37155
County;Robeson;2006-07-01;128962;Annual Estimate;37155
County;Robeson;2011-07-01;132969;Annual Estimate;37155
County;Robeson;2015-07-01;125709;Annual Estimate;37155
County;Rockingham;1984-07-01;84723;Annual Estimate;37157
County;Rockingham;1991-07-01;86644;Annual Estimate;37157
County;Rockingham;1996-07-01;90091;Annual Estimate;37157
County;Rockingham;2010-04-01;93663;Estimates Base;37157
County;Rockingham;2013-07-01;91852;Annual Estimate;37157
County;Rowan;1982-07-01;101308;Annual Estimate;37159
County;Rowan;1984-07-01;102156;Annual Estimate;37159
County;Rowan;2003-07-01;131903;Annual Estimate;37159
County;Rowan;2006-07-01;132520;Annual Estimate;37159
County;Rowan;2013-07-01;139143;Annual Estimate;37159
County;Rowan;2014-07-01;140286;Annual Estimate;37159
County;Rowan;2016-07-01;142669;Annual Estimate;37159
County;Rowan;2022-07-01;150538;Annual Estimate;37159
County;Rutherford;1995-07-01;60208;Annual Estimate;37161
County;Rutherford;2000-07-01;63065;Annual Estimate;37161
County;Rutherford;2020-07-01;64109;Annual Estimate;37161
County;Sampson;1970-04-01;44954;Estimates Base;37163
County;Sampson;1985-07-01;48452;Annual Estimate;37163
County;Sampson;1999-07-01;59123;Annual Estimate;37163
County;Sampson;2003-07-01;61199;Annual Estimate;37163
County;Sampson;2008-07-01;63191;Annual Estimate;37163
County;Sampson;2013-07-01;62595;Annual Estimate;37163
County;Sampson;2018-07-01;59862;Annual Estimate;37163
County;Sampson;2019-07-01;59388;Annual Estimate;37163
County;Sampson;2024-07-01;59960;Annual Estimate;37163
County;Scotland;1970-04-01;26929;Estimates Base;37165
County;Scotland;2014-07-01;35439;Annual Estimate;37165
County;Scotland;2024-07-01;32860;Annual Estimate;37165
County;Stanly;1988-07-01;51002;Annual Estimate;37167
County;Stanly;1999-07-01;57153;Annual Estimate;37167
County;Stanly;2007-07-01;59203;Annual Estimate;37167
County;Stanly;2008-07-01;59906;Annual Estimate;37167
County;Stanly;2020-07-01;62412;Annual Estimate;37167
County;Stanly;2021-07-01;61893;Annual Estimate;37167
County;Stanly;2023-07-01;65125;Annual Estimate;37167
County;Stanly;2024-07-01;66665;Annual Estimate;37167
County;Stokes;1975-07-01;29300;Annual Estimate;37169
County;Stokes;1984-07-01;34952;Annual Estimate;37169
County;Stokes;1990-04-01;37224;Estimates Base;37169
County;Stokes;1991-07-01;37977;Annual Estimate;37169
County;Stokes;1994-07-01;40548;Annual Estimate;37169
County;Stokes;1995-07-01;41640;Annual Estimate;37169
County;Stokes;2000-07-01;44735;Annual Estimate;37169
County;Stokes;2002-07-01;45297;Annual Estimate;37169
County;Stokes;2010-04-01;47400;Estimates Base;37169
County;Surry;1987-07-01;61098;Annual Estimate;37171
County;Surry;1989-07-01;61388;Annual Estimate;37171
County;Surry;1990-04-01;61704;Estimates Base;37171
County;Surry;1991-07-01;62667;Annual Estimate;37171
County;Surry;2000-04-01;71208;Estimates Base;37171
County;Surry;2007-07-01;72490;Annual Estimate;37171
County;Surry;2011-07-01;73305;Annual Estimate;37171
County;Surry;2016-07-01;71310;Annual Estimate;37171
County;Swain;1980-04-01;10283;Estimates Base;37173
County;Swain;1981-07-01;10452;Annual Estimate;37173
County;Swain;1985-07-01;10846;Annual Estimate;37173
County;Swain;1986-07-01;10951;Annual Estimate;37173
County;Swain;1987-07-01;10931;Annual Estimate;37173
County;Swain;1998-07-01;12549;Annual Estimate;37173
County;Swain;2001-07-01;13170;Annual Estimate;37173
County;Swain;2009-07-01;13864;Annual Estimate;37173
County;Swain;2020-07-01;14075;Annual Estimate;37173
County;Swain;2024-07-01;13690;Annual Estimate;37173
County;Transylvania;1988-07-01;25516;Annual Estimate;37175
County;Transylvania;2007-07-01;31973;Annual Estimate;37175
County;Tyrrell;1975-07-01;3900;Annual Estimate;37177
County;Tyrrell;1985-07-01;4020;Annual Estimate;37177
County;Tyrrell;1987-07-01;3969;Annual Estimate;37177
County;Tyrrell;1991-07-01;3785;Annual Estimate;37177
County;Tyrrell;1994-07-01;3848;Annual Estimate;37177
County;Tyrrell;1997-07-01;3737;Annual Estimate;37177
County;Tyrrell;1998-07-01;3978;Annual Estimate;37177
County;Tyrrell;2001-07-01;4186;Annual Estimate;37177
County;Tyrrell;2008-07-01;4411;Annual Estimate;37177
County;Tyrrell;2017-07-01;4020;Annual Estimate;37177
County;Union;1975-07-01;63000;Annual Estimate;37179
County;Union;1980-04-01;70436;Estimates Base;37179
County;Union;1981-07-01;72006;Annual Estimate;37179
County;Union;1982-07-01;73297;Annual Estimate;37179
County;Union;2000-04-01;123834;Estimates Base;37179
County;Vance;1987-07-01;38645;Annual Estimate;37181
County;Vance;2003-07-01;44134;Annual Estimate;37181
County;Vance;2012-07-01;44834;Annual Estimate;37181
County;Wake;1985-07-01;360387;Annual Estimate;37183
County;Wake;1999-07-01;615476;Annual Estimate;37183
County;Wake;2000-07-01;633333;Annual Estimate;37183
County;Wake;2001-07-01;660434;Annual Estimate;37183
County;Wake;2007-07-01;823616;Annual Estimate;37183
County;Wake;2010-07-01;907514;Annual Estimate;37183
County;Wake;2012-07-01;950308;Annual Estimate;37183
County;Wake;2014-07-01;995520;Annual Estimate;37183
County;Wake;2016-07-01;1046660;Annual Estimate;37183
County;Wake;2021-07-01;1156105;Annual Estimate;37183
County;Wake;2022-07-01;1175221;Annual Estimate;37183
County;Wake;2024-07-01;1235748;Annual Estimate;37183
County;Warren;1970-04-01;15340;Estimates Base;37185
County;Warren;1980-04-01;16232;Estimates Base;37185
County;Warren;1981-07-01;16262;Annual Estimate;37185
County;Warren;1982-07-01;16300;Annual Estimate;37185
County;Warren;1984-07-01;16707;Annual Estimate;37185
County;Warren;1993-07-01;17943;Annual Estimate;37185
County;Warren;2002-07-01;20069;Annual Estimate;37185
County;Warren;2019-07-01;18739;Annual Estimate;37185
County;Warren;2023-07-01;18669;Annual Estimate;37185
County;Washington;1995-07-01;14240;Annual Estimate;37187
County;Washington;1996-07-01;14040;Annual Estimate;37187
County;Washington;2010-07-01;13087;Annual Estimate;37187
County;Washington;2013-07-01;12416;Annual Estimate;37187
County;Washington;2018-07-01;11219;Annual Estimate;37187
County;Watauga;2008-07-01;49499;Annual Estimate;37189
County;Watauga;2011-07-01;51468;Annual Estimate;37189
County;Watauga;2016-07-01;53360;Annual Estimate;37189
County;Watauga;2020-07-01;54553;Annual Estimate;37189
County;Wayne;1980-04-01;97054;Estimates Base;37191
County;Wayne;1989-07-01;103925;Annual Estimate;37191
